id,audio,text,duration,speaker,language
ben_eng_concat.267,audio/ben_eng_concat.267.wav,"তারা সাধারণত বিশেষ খাদ্য, পানীয় এবং entertainment offers, করে যাতে করে অতিথিরা ভাল mood, থাকে এবং প্রাঙ্গণে অবস্থান করে।",12.003,ben-eng_spk0,ben-eng
ben_eng_concat.329,audio/ben_eng_concat.329.wav,সঙ্কর ধাতুগুলি basically দুই বা ততোধিক ধাতুর মিশ্রণ।পর্যায় সারণীতে অনেক উপাদান রয়েছে তা ভুলে যাবেন না।,10.044,ben-eng_spk0,ben-eng
ben_eng_concat.43,audio/ben_eng_concat.43.wav,সিঙ্গাপুরের উপ-প্রধানমন্ত্রী Wong কান সেং তাকে স্বাগত জানিয়েছিলেন এবং তিনি the Singapore Prime Minister লি হিসিয়েন লুং-এর সাথে বাণিজ্য ও সন্ত্রাসবাদের বিষয়ে আলোচনা করেছেন।,16.691,ben-eng_spk0,ben-eng
ben_eng_concat.343,audio/ben_eng_concat.343.wav,"""তাঁর কাজ such recognized গুণমানের এবং detail যে সে হচ্ছে """"ঘরে ঘরে নাম করা"""" philatelists. সংগ্রহকারীদের মধ্যে একজন। কেউ কেউ শুধুমাত্র তাঁর work সংগ্রহে বিশেষজ্ঞ ।""",19.091,ben-eng_spk0,ben-eng
ben_eng_concat.221,audio/ben_eng_concat.221.wav,"early দিনে এই শো long-running long-running চলা ইন্টারনেট রেডিও স্টেশন টগিনেটরেডিওতে featured হত, যা solely আলাপ radio. হিসেবেই focused radio.",15.803,ben-eng_spk0,ben-eng
ben_eng_concat.7,audio/ben_eng_concat.7.wav,"1966 সাল থেকে সুন্দরবন একটি বন্যপ্রাণী অভয়ারণ্য, এবং এই area. now আনুমানিক 400 টি রয়্যাল বেঙ্গল বাঘ এবং প্রায় 30,000 চিত্রা হরিণ আছে ।",17.484,ben-eng_spk0,ben-eng
ben_eng_concat.314,audio/ben_eng_concat.314.wav,স্ক্যাফোল্ডিং কোনও learning পদ্ধতি নয় বরং এমন একটি aid যা এমন individuals সহায়তা provides করে যাঁরা নতুন কোনও কম্পিউটার program ব্যবহার করা বা কোনও new প্রকল্প শুরু করার such নতুন a learning অভিজ্ঞতা অর্জন করছেন।,25.762,ben-eng_spk0,ben-eng
ben_eng_concat.178,audio/ben_eng_concat.178.wav,"ভার্চুয়াল স্ক্যাফোল্ডগুলো এই সফ্টওয়্যার নিজের মধ্যে internalized নেয়। এমন সমস্ত প্রশ্ন, যার তাত্ক্ষণিক এবং prompt, ব্য়াখ্যা করা একা শিক্ষার্থীর পক্ষে কঠিন prompt, তাতে সাহায্য করে এই সফটঅয়্যার।",19.611,ben-eng_spk0,ben-eng
ben_eng_concat.303,audio/ben_eng_concat.303.wav,"MDT সময় রাত 10:00-11:00 এর মধ্যে, আগুনের সূত্রপাত বন্দীদের দ্বারা শুরু হয়েছিল।",6.388,ben-eng_spk0,ben-eng
ben_eng_concat.217,audio/ben_eng_concat.217.wav,এই দলের কীটপতঙ্গদের চেনাতে entomologists বিধিসম্মত ভাবে bug শব্দটি ব্যবহার করে।,8.675,ben-eng_spk0,ben-eng
ben_eng_concat.6,audio/ben_eng_concat.6.wav,"রি-এন্ট্রি shock কালচার shock এর থেকে তাড়াতাড়ি আসে (হানিমুনের পর্বের চেয়ে কম) কিন্তু longer, হয় এবং আরও মারাত্মক হতে পারে।",13.275,ben-eng_spk0,ben-eng
ben_eng_concat.93,audio/ben_eng_concat.93.wav,"সুতরাং, the notation it likely simply যুক্ত করা হয়েছিল লেবেল হিসাবে।",7.635,ben-eng_spk0,ben-eng
ben_eng_concat.59,audio/ben_eng_concat.59.wav,"ক্ষমতাসীন party, সাউথ-ওয়েস্ট আফ্রিকা পিপলস People's Organisation (SWAPO), সংসদ নির্বাচনেও সংখ্যাগরিষ্ঠতা ধরে রেখেছে।",12.979,ben-eng_spk0,ben-eng
ben_eng_concat.113,audio/ben_eng_concat.113.wav,লক্ষা Singh ছাপ্পান bhog ভজন উপস্থাপন করেছিলেন। তার সঙ্গ দিয়েছিলেন সংগীতশিল্পী রাজু খানদেলওয়াল।,10.339,ben-eng_spk0,ben-eng
ben_eng_concat.154,audio/ben_eng_concat.154.wav,"সাবধান হন, কাপড় যাতে খুব গরম না হয়ে যায় (এতে সঙ্কোচন হতে পারে বা ক্ষেত্রবিশেষে জ্বলেও যেতে পারে)।",8.052,ben-eng_spk0,ben-eng
ben_eng_concat.272,audio/ben_eng_concat.272.wav,চার্চের central authority এক হাজার বছরেরও বেশি সময় ধরে Rome ছিল এবং power এবং money এই concentration tenet জন্য এটি বিশ্বাসযোগ্য হচ্ছে কিনা তা নিয়ে many প্রশ্ন উত্থাপিত met.,19.366,ben-eng_spk0,ben-eng
ben_eng_concat.55,audio/ben_eng_concat.55.wav,"মহিলা: প্রকৃত বৈবাহিক অবস্থা নির্বিশেষে যে কোনও women ভ্রমণকারীদের বলা উচিত যে তারা married, status.",9.52,ben-eng_spk0,ben-eng
ben_eng_concat.131,audio/ben_eng_concat.131.wav,পিরামিডের উপরিতলে দৃশ্যগুলি ফুটে উঠলে পিরামিডগুলি উজ্জ্বল হয়ে ওঠে।,5.348,ben-eng_spk0,ben-eng
ben_eng_concat.203,audio/ben_eng_concat.203.wav,"""একটি সত্যিকার """"অদৃশ্য দল"""" (লারসন এবং LaFasto, ১৯৮৯, p১০৯) এর উপস্থিতিও অপার্থিব team. অনন্য component team.",10.951,ben-eng_spk0,ben-eng
ben_eng_concat.256,audio/ben_eng_concat.256.wav,হংকং দ্বীপের নামে Hong Kong এই অঞ্চলটির নামকরণ এবং এই is place অনেক পর্যটকের main লক্ষ্য হিসাবে regard হয়ে থাকে।,14.803,ben-eng_spk0,ben-eng
ben_eng_concat.24,audio/ben_eng_concat.24.wav,"বিশেষ্য nouns, মতো 'সি' (তুমি) শব্দটিও সবসময় বড় হাতের অক্ষর দিয়ে শুরু letter, এমনকি sentence. মাঝেও।",11.019,ben-eng_spk0,ben-eng
ben_eng_concat.312,audio/ben_eng_concat.312.wav,manufactured জিনিসগুলি antiques. কিনা তার কোন সার্বজনীন definition no antiques. কিছু tax অ্যাজেন্সি 100 বছরের বেশি পুরানো জিনিসগুলি প্রাচীন বলে আখ্যা দিয়ে antiques.,18.451,ben-eng_spk0,ben-eng
ben_eng_concat.103,audio/ben_eng_concat.103.wav,"moon যেমন পৃথিবীতে একটি টান প্রয়োগ করে যার so জোয়ারের সৃষ্টি হয়, তেমনি Sagittarius galaxy. সাগিটারিয়াস ছায়াপথের উপরে একটি force প্রয়োগ করে।",16.159,ben-eng_spk0,ben-eng
ben_eng_concat.118,audio/ben_eng_concat.118.wav,"আমরা নিশ্চিতভাবে জানি না, কিন্তু এটির forked জিহবা থেকে থাকতে পারে। এর খাদ্যতালিকার included রয়েছে turtles, বৃহদাকার মাছ, অন্যান্য মোসাসোরস এবং এটি এমনকি নরখাদকও হয়ে থাকতে পারে।",18.827,ben-eng_spk0,ben-eng
ben_eng_concat.100,audio/ben_eng_concat.100.wav,"""বেশিরাভাগ প্রযুক্তিগত নির্ধারণের দুটি সাধারণ interpretations ideas: হয়ে share ideas: যে মূলত সাংস্কৃতিক বা political প্রভাব ছাড়িয়ে প্রযুক্তির বিকাশ নিজেই একটি পথ অনুসরণ follows এবং সেই প্রযুক্তির ফলে সামাজিক শর্তের পরিবর্তে অন্তর্নিহিত societies """"প্রভাব"""" পড়ে।""",27.995,ben-eng_spk0,ben-eng
ben_eng_concat.31,audio/ben_eng_concat.31.wav,"প্লিটভাইস লেক-এর মতো উদ্যানটিতে মূলত beech, স্প্রস এবং fir গাছের ঘন বন রয়েছে এবং এতে আলপাইন ও ভূমধ্যসাগরীয় vegetation. একটি সংমিশ্রণ রয়েছে।",16.107,ben-eng_spk0,ben-eng
ben_eng_concat.188,audio/ben_eng_concat.188.wav,"""মুহাম্মদ এই সাংসারিক জীবনের বাইরের বিষয়গুলিতে deeply আগ্রহী was life. ধ্যানের জন্য তিনি মাঝে মাঝে এমন একটি গুহা ব্যবহার করতেন যা """"নূর"""" (light) পর্বতের """"হীরে"""" নামে পরিচিত ছিল। """,18.235,ben-eng_spk0,ben-eng
ben_eng_concat.120,audio/ben_eng_concat.120.wav,"কিছু জাহাজ তার বৈশিষ্ট্য পুস্তিকায় বার্লিন, Germany feature brochures. যেমন আপনি দেখতে পান উপরের মানচিত্র থেকে যে বার্লিন সমুদ্রের নিকটবর্তী where নয় এবং শহরটিতে ভ্রমণের খরচ ক্রুজের দামের অন্তর্ভুক্ত নয়।",21.475,ben-eng_spk0,ben-eng
ben_eng_concat.331,audio/ben_eng_concat.331.wav,"কোন সুনামি warning জারি করা হয়নি, এবং জাকার্তা জিওফিজিকস এজেন্সি অনুযায়ী, কোন tsunami warning জারি করা হবে না কারণ quake ৬.৫ মাত্রার প্রয়োজন পূরণ did requirement.",17.679,ben-eng_spk0,ben-eng
ben_eng_concat.291,audio/ben_eng_concat.291.wav,"বাঘটির গর্জন একটি full-voiced পূর্ণ-কণ্ঠস্বরের গর্জনের মতো নয়, বরং গরগর করা ও চেঁচানো শব্দের তৈরি একটি বাক্যের মতো।",11.516,ben-eng_spk0,ben-eng
ben_eng_concat.233,audio/ben_eng_concat.233.wav,"তবুও, কর্তৃপক্ষের কাছ থেকে advice authorities, সমস্ত সংকেতগুলো মেনে take এবং নিরাপত্তা সম্পর্কিত warnings. বিষয়ে গভীর attention দিন।",14.787,ben-eng_spk0,ben-eng
ben_eng_concat.212,audio/ben_eng_concat.212.wav,"Congress ২০০৫-এর fiscal অশ্লীল উদ্যোগকে funding জোগান দেয়া শুরু করে এবং specified করে দেয় যে, the FBI অবশ্যই প্রাপ্তবয়স্কদের পর্নোগ্রাফিতে 10 জন এজেন্টদের নিযুক্ত করতে হবে।",19.175,ben-eng_spk0,ben-eng
ben_eng_concat.286,audio/ben_eng_concat.286.wav,"যদিও গোমা যথাযথভাবে নিরাপদ, তবে গোমার বাইরে যেকোনও ঘোরার বিষয়ে researched করা উচিত উত্তর কিভু in province. চলতে that persists যুদ্ধের অবস্থা বোঝার জন্য।",15.963,ben-eng_spk0,ben-eng
ben_eng_concat.69,audio/ben_eng_concat.69.wav,উদ্ভিদ সূর্যালোকের সাহায্যে photosynthesis. প্রক্রিয়ার মাধ্যমে তাদের খাদ্য তৈরি করে। তারা shade. দেয়।,11.347,ben-eng_spk0,ben-eng
ben_eng_concat.210,audio/ben_eng_concat.210.wav,"Rip স্রোত হল সমুদ্র সৈকত থেকে ফিরে আসা flow beach, প্রায়ই এটি একটি রিফ বা similar. অনুরূপ।",10.087,ben-eng_spk0,ben-eng
ben_eng_concat.269,audio/ben_eng_concat.269.wav,"বলা বাহুল্য যে, আপনি রোমান ভাষা জানলে আপনার পক্ষে পর্তুগিজ শেখায় সহজ will Portuguese.",8.664,ben-eng_spk0,ben-eng
ben_eng_concat.342,audio/ben_eng_concat.342.wav,"এর long চোয়ালগুলি খচিত ছিল সত্তর-এর ( 70 ) থেকে বেশি razor-sharp razor-sharp দাঁত দিয়ে, এরই along ছিল মুখগহবরের উপরের দিকে একটি extra সেট, মানে যা কিছু এর রাস্তায় পড়ত তার কোনো রেহাই ছিল না।",19.235,ben-eng_spk0,ben-eng
ben_eng_concat.60,audio/ben_eng_concat.60.wav,"গ্রিনল্যান্ডে খাপছাড়া ভাবে বসতি settled sparsely. নর্স sagas অনুযায়ী, এরিক দ্য রেড murder, অপরাধে আইসল্যান্ড থেকে নির্বাসিত হয়েছিল, এবং আরও পশ্চিমে travelling west, Greenland খুঁজে পেয়েছিলেন এবং সেই ভূখণ্ডের নামকরণ করেছিলেন গ্রিনল্যান্ড।",22.755,ben-eng_spk0,ben-eng
ben_eng_concat.207,audio/ben_eng_concat.207.wav,"যদি শীতকালে Northern বাল্টিক crossing করা হয়, তবে কেবিনের location, পরীক্ষা করে location, কারণ বরফের মধ্য দিয়ে যাওয়ার সময় quite ক্ষতিগ্রস্থ কেবিনগুলো থেকে horrible শব্দ হয়।",20.546,ben-eng_spk0,ben-eng
ben_eng_concat.84,audio/ben_eng_concat.84.wav,"কেউ একজন যে উঁচু এলাকাগুলো কিংবা mountain passes দিয়ে গাড়ি চালাতে যাচ্ছে তার উচিৎ তুষার, বরফ বা শীতল তাপমাত্রার the possibility বিবেচনায় নেয়া।",15.043,ben-eng_spk0,ben-eng
ben_eng_concat.8,audio/ben_eng_concat.8.wav,একই দিনে আনুমানিক ১২:০০ জিএমটি সময়ে vehicle itself দুর্ঘটনার স্থান থেকে সরিয়ে ফেলা হয়েছিল।,8.78,ben-eng_spk0,ben-eng
ben_eng_concat.165,audio/ben_eng_concat.165.wav,"রাজা ও রানির বিরুদ্ধে হুমকি দিয়ে screaming shouting করতে থাকা উত্তেজিত জনতার মাঝে একটি গাড়ীতে carriage, তারা back Paris ফিরে আসছিল।",16.779,ben-eng_spk0,ben-eng
ben_eng_concat.139,audio/ben_eng_concat.139.wav,একজন শুধুমাত্র wonder হতে পারে এই ভেবে যে when নতুন কিছু comes তখন কী-বোর্ড কীরকম will along.,11.647,ben-eng_spk0,ben-eng
ben_eng_concat.335,audio/ben_eng_concat.335.wav,"সিংহের prides আচরণ অনেকটা একদল wolves বা কুকুরের মতো, বিস্ময়করভাবে সিংহের সাথে সাদৃশ্যপূর্ন আচরণের পশু (তবে অন্যান্য বড় বিড়াল নয়), এবং শিকারদের প্রতি এরা অত্যন্ত deadly prey.",20.103,ben-eng_spk0,ben-eng
ben_eng_concat.18,audio/ben_eng_concat.18.wav,"স্যাঁতসেঁতে কাপড় ইস্ত্রি করলে তা শুকনো হতে সাহায্য করে। অনেক হোটেলে আয়রন এবং আয়রন করার টেবিল থাকে, even কি ঘরে কেউ উপস্থিত না থাকলেও।",13.292,ben-eng_spk0,ben-eng
ben_eng_concat.1,audio/ben_eng_concat.1.wav,"যদিও AI এর বিজ্ঞানের কথাসাহিত্যে দৃড় strong রয়েছে, AI কম্পিউটার বিজ্ঞানের একটি খুব গুরুত্বপূর্ণ branch গঠন করে science, কোনও যন্ত্রের behavior, শেখার এবং বুদ্ধির অভিযোজন নিয়ে কাজ করে।",21.619,ben-eng_spk0,ben-eng
ben_eng_concat.240,audio/ben_eng_concat.240.wav,"ওট্টায়া কানাডার মনোরম, bilingual capital যা বিভিন্ন art প্রদর্শনী এবং সংগ্রহশালার মধ্য দিয়ে কানাডার অতীত ও Canada's present. তুলে ধরে।",14.427,ben-eng_spk0,ben-eng
ben_eng_concat.58,audio/ben_eng_concat.58.wav,"particular, দাবি claimed হয় যে কোনও ব্যক্তি মিথ্যা বলছেন কিনা তা বোঝা যায়, তার মুখের সূক্ষ্ম অভিব্যক্তিগুলি সঠিকভাবে সনাক্ত করে।",14.207,ben-eng_spk0,ben-eng
ben_eng_concat.5,audio/ben_eng_concat.5.wav,"সামাজিকীকরণের গুরুত্ব চিত্রায়ন used কিছু সাধারণ পদ্ধতি হল- children বেড়ে ওঠার সময় তাদের প্রতি অবহেলা, অযাচিত আচরণ এবং wilful abuse, মতো দূর্ভাগ্যজনক পরিস্থিতি সৃষ্টি abuse, যা তাদের প্রাপ্তবয়স্কদের সাথে মিশতে বাধা দান করে।",23.955,ben-eng_spk0,ben-eng
ben_eng_concat.86,audio/ben_eng_concat.86.wav,"1960 সাল জুড়ে, ব্রজেজিনস্কি John এফ. Kennedy his জন্য উপদেষ্টা হিসেবে কাজ করেছিলেন এবং then Lyndon বি. জনসন প্রশাশন এর সাথে।",13.835,ben-eng_spk0,ben-eng
ben_eng_concat.224,audio/ben_eng_concat.224.wav,ভ্যাটিকান সিটির population around 800। এটি বিশ্বের সবচেয়ে ক্ষুদ্রতম independent দেশ এবং সবচেয়ে কম জবহুল country population.,14.727,ben-eng_spk0,ben-eng
ben_eng_concat.347,audio/ben_eng_concat.347.wav,"Severe আবহাওয়া হল কোনও বিপজ্জনক আবহাওয়া ঘটনার যেমন damage, মারাত্মক সামাজিক বিপর্যয় বা of human life. প্রাণহানীর মত ঘটনার generic term life.",15.443,ben-eng_spk0,ben-eng
ben_eng_concat.252,audio/ben_eng_concat.252.wav,রোমের various জায়গায় একাধিক বড় টেলিভিশন screens স্থাপন করা হয়েছিল যাতে জনগন the ceremony. দেখতে ceremony.,15.231,ben-eng_spk0,ben-eng
ben_eng_concat.30,audio/ben_eng_concat.30.wav,"সম্পন্ন কাজটির বেশিরভাগই ছিল তাত্ত্বিক, তবে কর্মসূচিটি সাগিটারিয়াস of the galaxy. পর্যবেক্ষণগুলি অনুকরণ করার জন্য রচিত হয়েছিল।",13.299,ben-eng_spk0,ben-eng
ben_eng_concat.115,audio/ben_eng_concat.115.wav,"কিছু এলাকায় এক মিনিট পানি boiling enough, অন্যান্য এলাকায় কয়েক মিনিট পানি ফুটানোর needed. হয়।",9.187,ben-eng_spk0,ben-eng
ben_eng_concat.132,audio/ben_eng_concat.132.wav,"প্রদর্শন শুরু হওয়ার পাঁচ মিনিটের মধ্যে একটি বাতাস ঘুরতে শুরু করে, প্রায় এক মিনিট পরে, বাতাসটি ৭০ কিলোমিটার/ঘণ্টায় পৌঁছায়... তারপরে rain comes, তবে তা এত hard এবং এত large ফোঁটায় পড়ে যে চামড়ায় সুঁইয়ের মতো বিঁধে, then আকাশ থেকে hail and screaming বৃষ্টি শুরু হয় এবং people ভয় পেয়ে চিৎকার করতে করতে দৌড়াতে থাকে।",31.354,ben-eng_spk0,ben-eng
ben_eng_concat.270,audio/ben_eng_concat.270.wav,'Hostile পরিবেশ কোর্স' এর জন্য ইন্টারনেট অনুসন্ধানে probably কোনও স্থানীয় সংস্থার ঠিকানা দিবে।,10.944,ben-eng_spk0,ben-eng
ben_eng_concat.198,audio/ben_eng_concat.198.wav,"এটি আমাদের ট্রেন, car, এবং অন্যান্য অনেকগুলি পরিবহণ ব্যাবস্থা brought দিয়েছে।",8.835,ben-eng_spk0,ben-eng
ben_eng_concat.242,audio/ben_eng_concat.242.wav,"দুর্ভাগ্যক্রমে, traffic গতিবিধি আন্দাজ করা is difficult কারণ চালকদের মতিগতি একশত ভাগ নিশ্চিতভাবে কখনই বোঝা যায় না।",12.099,ben-eng_spk0,ben-eng
ben_eng_concat.315,audio/ben_eng_concat.315.wav,"এই সেবাটি স্থানান্তরে প্রায়শই used হয়, যার মধ্যে অন্তর্গত আনন্দশৈলী, expeditions যাদের দূরবর্তী data এবং ভয়েসের needs. আছে।",15.027,ben-eng_spk0,ben-eng
ben_eng_concat.288,audio/ben_eng_concat.288.wav,গ্রীস সম্পর্কে জ্ঞান অস্বীকার করায় পাশ্চাত্য নিজেকে Greek দার্শনিক ও scientific শিকড় থেকে cut off হওয়া শুরু found roots.,14.751,ben-eng_spk0,ben-eng
ben_eng_concat.182,audio/ben_eng_concat.182.wav,"Perry বলেছিলেন যে, """"""""আজ রাতের সভার results আন্দাজ করতে এবংএখানকার প্রতিযোগিতায় path forward টিকতে পারবো কি না, তা বুঝতে to Texas ফিরে আসবো"""""""", তবে পরে said যে, তিনি এই in race থাকবেন এবং ২১ জানুয়ারি South Carolina প্রাথমিক প্রতিযোগিতায় compete করবেন।""""""",29.07,ben-eng_spk0,ben-eng
ben_eng_concat.54,audio/ben_eng_concat.54.wav,লোকজন anticipate anticipate may anticipate না যে travellers ঘরে ফেরার জন্য ধৈর্য এবং সমঝোতা এই দুইয়েরও home.,11.879,ben-eng_spk0,ben-eng
ben_eng_concat.226,audio/ben_eng_concat.226.wav,"কোক্যামো উপত্যকা - দক্ষিণ America, ইয়োসেমাইট নামে known Chile's Yosemite বড় প্রাচীর ও দুরারোহ পাহাড় সমেত চিলির প্রধান আরোহণের গন্থব্যস্থল।",14.419,ben-eng_spk0,ben-eng
ben_eng_concat.187,audio/ben_eng_concat.187.wav,"বেস স্টেশনটিতে ডুয়াল রেডিও থাকায়, এটি 802.11a, 802.11b and 802.11g এর সাথে ব্যাকওয়ার্ড কম্পেটিবল হিসেবে কাজ will be radios.",9.152,ben-eng_spk0,ben-eng
ben_eng_concat.281,audio/ben_eng_concat.281.wav,প্রাচীন চীনদের ইতিহাসের রক্তাক্ত eras মধ্যে 3 Kingdoms 1(এক) অন্যতম ছিল রক্তাক্ত যুগের হাজার হাজার মানুষ শি'আনের ভবনের প্রাসাদের সর্বোচ্চ আসনে sit লড়াই করে মারা গিয়েছিল।,19.563,ben-eng_spk0,ben-eng
ben_eng_concat.197,audio/ben_eng_concat.197.wav,"একটি civilization একটি একক culture যা একটি উল্লেখযোগ্য বৃহৎ group people ধারণ করে, যারা একটি সমাজে পারস্পারিক সহযোগিতা এবং society. মধ্য work করে।",17.083,ben-eng_spk0,ben-eng
ben_eng_concat.42,audio/ben_eng_concat.42.wav,"তাদের শৃঙ্খলাবদ্ধ প্রতিরক্ষা, বল handling করার skills এবং দুর্দান্ত দলবদ্ধতা তাদেরকে ব্যতিক্রমী করে made এবং এটি স্পষ্ট হয়ে যায় এটিই সেই দল যারা beat. করতে পারে।",19.043,ben-eng_spk0,ben-eng
ben_eng_concat.345,audio/ben_eng_concat.345.wav,এই স্ফটিকগুলির গঠন in affected পালিত পশুগুলির মূত্র থেকে পাওয়াগুলির সাথে matches যায় যখন অবলোহিত infrared spectroscopy spectroscopy ( FTIR ) দ্বারা তুলনা করা হয়।,15.899,ben-eng_spk0,ben-eng
ben_eng_concat.121,audio/ben_eng_concat.121.wav,"বিনোদন সম্পর্কিত নিউজ ওয়েবসাইট TMZ বুঝতে পেরেছে যে চিত্রসাংবাদিক তার গাড়িটি সেপুলভেদা বুলেভার্ডের অন্যপ্রান্তে থামিয়ে রাস্তা before crossing পুলিশ stop এর pictures তুলতে গেলে এবং continuing, থাকলে, ক্যালিফোর্নিয়া Highway প্যাট্রোল পুলিশ police officer যানবাহন নিয়ন্ত্রণের সময় তাকে দুইবার ফেরত পাঠানোর নির্দেশ twice.",33.246,ben-eng_spk0,ben-eng
ben_eng_concat.299,audio/ben_eng_concat.299.wav,পরীক্ষিত রাসায়নিকে উপস্থিত হাইড্রোজেন (pH মধ্যে H) আয়নগুলির পরিমাণ দ্বারা pH স্তরটি নির্দেশিত হয়।,7.972,ben-eng_spk0,ben-eng
ben_eng_concat.32,audio/ben_eng_concat.32.wav,এভাবে কলম people কাছের friend পরিণত হল।,5.683,ben-eng_spk0,ben-eng
ben_eng_concat.326,audio/ben_eng_concat.326.wav,"""এটি ""Vichy"" ফরাসি কর্তৃক শাসিত হয়েছিল। এরা হলো ফরাসি লোক যারা ১৯৪০ সালে জার্মানদের সাথে শান্তি made had made এবং লড়াই করার instead of আক্রমণকারীদের সাথে কাজ করেছিল।""",18.235,ben-eng_spk0,ben-eng
ben_eng_concat.17,audio/ben_eng_concat.17.wav,"ভিডিয়ো রেকর্ডিংয়ের ব্যবহারের ফলে কয়েক মিলিসেকেন্ড এর জন্য স্থায়ী micro-expressions, micro-expressions, অভিব্যক্তি, মুখের movements ব্যাখ্যায় গুরুত্বপূর্ণ discoveries milliseconds.",15.431,ben-eng_spk0,ben-eng
ben_eng_concat.124,audio/ben_eng_concat.124.wav,"আমরা USOC's যুক্তরাষ্ট্রের অলিম্পিক কমিটির এই বক্তব্যের সাথে একমত যে আমাদের ক্রীড়াবিদ ও ক্লাব এবং তাদের sport, স্বার্থে, decertification. decertification. পরিবর্তে আমাদের within organization, মধ্যে অর্থবহ পরিবর্তনের সাথে moving বিষয়টিতে আরও ভালভাবে সাহায্য হতে পারে।",30.523,ben-eng_spk0,ben-eng
ben_eng_concat.21,audio/ben_eng_concat.21.wav,"কেউ ওয়াইল্ড কার্ডও be beneficial buy may Card, যা South Africa বিশেষ কিছু পার্ক অথবা যে কোনো জাতীয় উদ্যানে ঢোকার সুযোগ দেয়।",12.395,ben-eng_spk0,ben-eng
ben_eng_concat.20,audio/ben_eng_concat.20.wav,উত্তরের অঞ্চলটি সাহেল এবং দক্ষিণ ও পশ্চিমের অঞ্চলটি আটলান্টিক Ocean. দ্বারা bounded রয়েছে।,10.579,ben-eng_spk0,ben-eng
ben_eng_concat.145,audio/ben_eng_concat.145.wav,দুটি পয়েন্টের মাঝে individual ড্রাইভার এবং তাদের যানের মধ্যে যে চলন ও কথাবার্তা movement সেই বিদ্যাকেই ট্রাফিক Flow বলে।,13.307,ben-eng_spk0,ben-eng
ben_eng_concat.313,audio/ben_eng_concat.313.wav,"""গাছগুলি প্রাকৃতিক পরিবেশে় থাকাকালীন their best look best দেখায়, তাই """"মাত্র একটি"""" নমুনা তোলার লোভ সংবরণ করুন।""",10.764,ben-eng_spk0,ben-eng
ben_eng_concat.14,audio/ben_eng_concat.14.wav,সাধারণত আপনি সবসময় পর্যটক এবং vendors. আওয়াজই শোনেন। শব্দ ও light বর্ণনা একদম যেন গল্পের বইয়ের মতো।,12.323,ben-eng_spk0,ben-eng
ben_eng_concat.61,audio/ben_eng_concat.61.wav,"কারণ ডায়নোসরের পালকগুলোর সুগঠিত দণ্ড ছিল not shaft, যেগুলোকে রেচিস called rachis, তবে পালকগুলোর other বৈশিষ্ট্য ছিল- কাঁটা ও সূক্ষ্ম কাঁটা - গবেষকরা অনুমান করছেন যে খুব সম্ভবত বিবর্তনের উন্নতি সাধনের ফলে later যেসব features. development পায় রেচিস তার একটি।",26.347,ben-eng_spk0,ben-eng
ben_eng_concat.78,audio/ben_eng_concat.78.wav,"জাপানের পারমানবিক সংস্থার সূত্রে জানা গিয়েছে, প্ল্যান্টটিতে তেজস্ক্রিয় caesium এবং আয়োডিন চিহ্নিত করা plant.",10.079,ben-eng_spk0,ben-eng
ben_eng_concat.241,audio/ben_eng_concat.241.wav,"এই city দেশের rest cities, থেকে একেবারেই বিপরীত, কারণ country's it পরিবেশে আফ্রিকার পরিবর্তে আরবের প্রভাবই বেশি।",12.507,ben-eng_spk0,ben-eng
ben_eng_concat.264,audio/ben_eng_concat.264.wav,The find পাখির পালকের বিবর্তনের বিষয়েও পরিজ্ঞান দেয়,5.224,ben-eng_spk0,ben-eng
ben_eng_concat.4,audio/ben_eng_concat.4.wav,হংকং-এর আকাশরেখা make likened থাকা parade buildings ভিক্টোরিয়া হার্বারের জলে যেন চকমকে Victoria চার্টের মতো প্রতিচ্ছবি তৈরি করে।,13.947,ben-eng_spk0,ben-eng
ben_eng_concat.275,audio/ben_eng_concat.275.wav,"বিশ্ববিদ্যালয়ের গবেষকরা জানিয়েছেন, 2টি যৌগের একে অন্যের সাথে বিক্রিয়া করে ক্রিস্ট্যাল গঠন করে যা kidney কার্যক্রমে বাধা দিতে পারে।",12.652,ben-eng_spk0,ben-eng
ben_eng_concat.82,audio/ben_eng_concat.82.wav,"boating চালানোর জন্য ফিনল্যান্ড একটি দুর্দান্ত স্থান। """"হাজার হ্রদের ভূমির"""" হ্রদ এবং উপকূলীয় too, in archipelagos. thousands হাজার islands রয়েছে।""",15.119,ben-eng_spk0,ben-eng
ben_eng_concat.153,audio/ben_eng_concat.153.wav,"Schengen The zone, অবশ্য এই ক্ষেত্রে কিছুটা একটি দেশের মতো works respect.",7.532,ben-eng_spk0,ben-eng
ben_eng_concat.200,audio/ben_eng_concat.200.wav,"ব্লগের যথাযথ ব্যবহার ""can students more বেশি বিশ্লেষণাত্মক এবং সমালোচক করে তুলতে পারে; শিক্ষার্থীরা অন্যের লেখার প্রসঙ্গে Internet এর উপকরণগুলিতে সক্রিয় প্রতিক্রিয়ার মাধ্যমে তাদের অবস্থানগুলি ব্যাখ্যা করতে পারে এবং একই সাথে নির্দিষ্ট সমস্যাগুলিতে তাদের নিজস্ব perspectives রূপরেখা ফুটিয়ে তুলতে পারে (ওরাভেক, 2002)।",29.419,ben-eng_spk0,ben-eng
